cod,bandgap_energy_ev,group
4020649,2.37606,train
7150292,3.09919,train
4318537,4.7944,train
7225196,2.4491,train
7030435,2.73112,train
2015152,2.80602,train
2221544,3.19489,train
7151335,3.31147,train
7153602,3.35016,train
4511848,2.28773,train
2012435,2.2129,train
4021764,4.51245,train
7053850,1.47899,train
4304134,3.37276,train
2005433,3.326,train
7153351,2.90321,train
4070939,2.3244,train
4022611,4.72214,train
2202063,3.532,train
4504010,4.16129,train
2200041,3.04117,train
4026678,2.82872,train
4024966,3.8085,train
2240249,1.3939,train
2203120,3.7763,train
2226213,6.1989,train
7208134,2.07435,train
7105573,3.34244,train
2232471,3.02856,train
1506009,2.31613,train
2203981,2.45432,train
2223210,2.82701,train
7150959,3.40608,train
4028454,2.64508,train
8100260,2.98629,train
7152214,3.38852,train
4027026,3.75245,train
7154958,2.73306,train
2216784,3.1054,train
2013297,2.81267,train
1516387,5.30833,train
2009695,2.9929,train
1518439,5.64827,train
2201783,3.80281,train
2210917,2.41026,train
1515881,2.07476,train
4071061,2.95453,train
4029671,3.20916,train
4025298,1.38878,train
2234078,4.0695,train
2008559,5.26071,train
1540618,2.7487,train
4109285,2.34802,train
4027869,1.82606,train
1529866,3.47032,train
7152190,2.8674,train
7153921,2.01254,train
7214417,3.46011,train
1520160,3.10751,train
1506167,3.7015,train
4075942,3.97274,train
8101969,3.44769,train
7153730,3.53873,train
7152949,0.66041,train
4510271,3.80566,train
7152872,1.77013,train
2215193,1.83142,train
1542709,1.90073,train
2013013,1.83778,train
4104770,2.93394,train
2015790,2.00163,train
4077182,4.30446,train
2100437,4.20373,train
1504028,3.3616,train
2010199,1.85489,train
4022652,2.70166,train
4020381,1.74524,train
7117123,1.31014,train
1504864,2.48146,train
4021791,1.95113,train
7007667,3.88592,train
4026024,4.04962,train
2220628,3.62561,train
2241084,2.3644,train
4030116,3.5021,train
4113768,3.03725,train
2232607,3.51604,train
1518570,3.12236,train
2203634,4.01522,train
4025617,1.83525,train
4025614,2.94798,train
4509058,2.38354,train
2011936,3.03855,train
2200211,1.38716,train
2300303,1.60802,train
7005528,3.14189,train
1505032,2.77804,train
2238611,3.01968,train
2205078,5.56025,train
2016439,2.39404,train
4031834,1.84879,train
2228808,2.92022,train
4505088,4.23371,train
2228798,2.60736,train
2239272,3.85528,train
7150037,3.43984,train
4339902,5.2111,train
1520727,3.31574,train
4028463,2.79704,train
7215303,2.94142,train
1503724,2.44091,train
2213143,3.61687,train
4021471,3.66751,train
2235036,2.94864,train
2219269,2.6657,train
2213115,4.89897,train
7153879,3.96006,train
7109314,2.24124,train
4027232,3.2304,train
7226156,3.09283,train
2017778,1.35042,train
2206137,3.33012,train
2225227,4.53296,train
4062899,3.51557,train
4505311,4.0709,train
1518329,2.37684,train
1505581,4.12828,train
4069140,3.0516,train
7054190,2.27765,train
4510372,2.5604,train
4023162,3.99163,train
2003353,0.81454,train
4020401,3.92926,train
2203920,3.26649,train
2008402,6.0635,train
2200618,1.88638,train
1529278,1.65194,train
4023376,2.3335,train
2202924,3.30663,train
1508941,1.5378,train
4024049,2.77696,train
4079789,4.49867,train
2006330,1.82279,train
2211672,3.89284,train
7150031,3.77831,train
7114295,2.29038,train
2220377,2.42793,train
1505960,3.797,train
8000010,1.74333,train
2208671,2.20992,train
4026872,3.41742,train
4335419,1.8706,train
2231276,3.27591,train
2100100,3.02958,train
7118019,1.62902,train
7150957,3.61152,train
2233030,2.45083,train
1506860,3.23382,train
4025342,2.51761,train
2006022,3.8481,train
1519999,4.39216,train
2217760,4.22231,train
7224061,2.95023,train
1516766,2.53441,train
4503625,3.7899,train
4022939,2.8332,train
7117256,4.30314,train
2011510,3.77524,train
4023766,1.3347,train
2202988,2.29062,train
4027887,2.48611,train
2205413,1.45082,train
7208275,2.84486,train
1517419,2.44174,train
7111844,3.2499,train
2205139,4.14376,train
4511295,2.33539,train
4112655,4.73585,train
1506878,4.60443,train
2003250,2.1752,train
1502992,2.27948,train
2008651,5.08136,train
4323279,1.58627,train
2225517,4.69035,train
1508496,4.88408,train
4072603,2.03256,train
4060592,2.07977,train
4501018,2.90006,train
2101492,3.02724,train
4021927,1.64414,train
1508280,4.22092,train
2000196,3.31303,train
2005071,3.5174,train
7014148,3.88946,train
4075913,3.32,train
4021559,1.8547,train
4508925,3.21007,train
7201646,2.87278,train
4082230,2.69303,train
2224010,4.57275,train
2105964,3.1875,train
2100464,4.08335,train
4060243,2.43758,train
4072645,2.1094,train
7017787,1.15627,train
7202259,3.0276,train
4028914,3.49888,train
7155280,2.56806,train
4504545,2.78697,train
2207501,2.61924,train
4025788,1.43457,train
2206059,2.5391,train
2101305,3.40799,train
7219559,4.1873,train
2207878,2.5847,train
4023580,3.0897,train
2236568,2.35615,train
2233072,3.22701,train
2101879,2.76611,train
7153666,3.86122,train
2227127,3.60058,train
2221958,2.72701,train
4029955,3.40492,train
2230432,2.28799,train
4066500,3.304,train
4505914,5.03762,train
7114917,4.22659,train
1516063,3.5694,train
7012959,3.31882,train
2223331,2.3868,train
4513595,4.31463,train
2014741,3.4272,train
2207550,2.4957,train
7104922,3.02285,train
1542633,3.01851,train
4503641,1.68788,train
7154420,3.33474,train
2200028,1.9462,train
1540614,2.00037,train
4025729,2.14681,train
7153680,3.21094,train
7226506,3.14632,train
4508189,3.08898,train
4021821,2.85128,train
1512225,3.73583,train
7154345,2.07175,train
2220775,2.20814,train
4110676,4.40975,train
7200646,3.35871,train
7151765,2.8973,train
7150289,2.48825,train
4020382,3.38078,train
2006959,3.7105,train
4028691,2.06706,train
4071787,3.02661,train
2201001,2.62469,train
4507993,4.87752,train
4322930,2.80633,train
7114924,1.49479,train
2204739,3.50108,train
7029303,1.55399,train
2222683,2.1869,train
2013457,2.57895,train
7001657,2.94212,train
4029272,3.97147,train
7154908,1.9148,train
4069448,2.5983,train
1542362,2.09586,train
4023476,4.71729,train
4069443,2.22538,train
7036058,2.72097,train
5000159,4.02713,train
7152620,2.5807,train
2225518,3.88035,train
7204295,2.16951,train
4063367,2.02056,train
4021967,2.32101,train
2200094,5.37812,train
2216756,2.06356,train
7009919,2.36541,train
4080687,2.14348,train
2006080,2.75967,train
1507324,4.51385,train
2012653,2.735,train
1504887,2.90912,train
2202320,3.20501,train
7152168,4.0647,train
7050108,2.41275,train
1517959,2.74227,train
2203817,5.06492,train
7115925,3.307,train
4023606,3.77075,train
1542930,2.16772,train
2004042,3.3169,train
2001260,5.07053,train
4504000,2.21689,train
4025734,2.2236,train
2221748,1.77364,train
4072067,2.08228,train
2101964,3.17654,train
7208663,6.64529,train
7053213,2.47757,train
4508709,3.15116,train
2200562,2.60329,train
7011177,2.98105,train
2218876,1.99294,train
2237396,2.14008,train
2225449,4.79587,train
7100862,2.59693,train
7117624,1.78155,train
7153433,1.84563,train
2231514,2.67969,train
2214763,1.29251,train
4075210,3.04177,train
4083911,2.28951,train
2102181,3.7887,train
2012401,2.23038,train
7017744,3.3298,train
4030593,2.42067,train
2211267,2.8797,train
2004431,2.14068,train
4069463,1.96211,train
2006994,2.59756,train
7100701,3.0437,train
4084211,1.04765,train
1542697,1.96312,train
4068662,2.92587,train
4065794,3.98198,train
4021052,2.09382,train
2201159,3.28832,train
4024466,3.05416,train
7112341,2.81837,train
4030069,2.61332,train
1514188,2.81159,train
7055518,2.33659,train
2004163,3.83733,train
2224643,3.87305,train
4116107,3.31221,train
4031532,3.04996,train
2220474,2.8639,train
4022377,2.25581,train
2218898,2.84947,train
4031750,1.48851,train
4504973,5.0872,train
2201624,3.30685,train
7213816,3.26761,train
2219764,2.78523,train
2213295,3.53774,train
7200699,3.65056,train
2219257,3.37691,train
2009129,3.87836,train
4077167,3.67271,train
2221675,2.71229,train
2218488,2.39098,train
2014447,1.47457,train
1505621,1.3901,train
7204156,5.1914,train
7154021,4.11965,train
4065117,2.73684,train
4024217,2.83307,train
4077325,2.6566,train
4066776,2.69725,train
2220697,2.70765,train
1513395,0.60907,train
4025929,3.78073,train
1508640,2.38649,train
4068626,0.64536,train
7153338,3.08878,train
4342211,3.1665,train
2002010,5.14513,train
2206415,2.67017,train
7001879,2.72811,train
4064517,2.23157,train
8102844,2.15703,train
4071898,3.41857,train
4020296,2.76878,train
2235593,2.64257,train
2220267,3.22511,train
4026159,3.37322,train
2001231,2.29513,train
1505528,4.85002,train
4509362,0.87415,train
7052958,2.86983,train
2241511,2.23385,train
5000070,2.83277,train
2213253,2.49445,train
2212157,5.38768,train
7218458,4.20636,train
2230373,2.40283,train
1511916,2.40477,train
2101149,3.36949,train
4118785,2.67896,train
4028189,3.30095,train
4513073,2.78354,train
2300242,3.38019,train
7153365,3.1745,train
2236849,3.19283,train
2007155,2.2425,train
2004438,4.5953,train
2234117,1.94755,train
7208529,2.92038,train
4026208,3.53439,train
2204436,2.33434,train
7151393,2.54431,train
7151818,3.6456,train
4084408,2.98573,train
4024150,3.1918,train
7153075,1.17883,train
4066499,3.39587,train
2008734,3.63292,train
2001543,4.28593,train
7214735,3.80569,train
2010245,3.09024,train
4020991,1.65069,train
4030201,2.2806,train
4329846,2.79354,train
2001557,2.51804,train
4068979,2.18478,train
4072265,2.6986,train
2018306,3.22446,train
4112265,1.71713,train
4023378,3.14658,train
4022227,4.16053,train
4075979,3.19791,train
4060843,1.99242,train
1507860,3.5949,train
2105209,5.3666,train
2010342,0.89417,train
4030674,2.93182,train
7021882,2.4224,train
1514536,4.09308,train
2003687,3.67385,train
7203995,2.0767,train
7053129,4.30606,train
7039483,4.11273,train
7206640,4.1533,train
2009571,4.38496,train
2015769,3.7612,train
4027962,3.53297,train
1543130,1.58528,train
2012980,1.87238,train
1543107,4.35056,train
2233232,3.60178,train
1513374,2.33866,train
4308610,3.67442,train
7226238,2.1923,train
4021684,4.31546,train
1542370,2.65062,train
2220442,2.77187,train
4083473,2.25476,train
4025583,3.4801,train
1507268,1.61573,train
4118521,3.4384,train
4102123,3.33814,train
4024578,2.58121,train
4025412,3.43743,train
4026837,3.23214,train
4026291,3.02946,train
2001682,3.03274,train
7154085,3.45417,train
4075533,2.86781,train
7109260,2.26657,train
4066406,1.97351,train
4504640,2.46108,train
7226098,4.4141,train
1516423,1.93294,train
4028302,2.24693,train
4104297,2.72304,train
2200598,3.77113,train
2212078,3.4227,train
4026175,2.5075,train
2004706,3.76208,train
1503644,1.90168,train
7219104,5.29514,train
7103928,3.14688,train
2014743,3.82247,train
7104492,2.44242,train
4027444,2.86602,train
4317851,3.42363,train
2224368,2.67348,train
4025204,3.06756,train
7154298,3.81817,train
4084070,3.5276,train
4022307,4.59438,train
4064878,2.33547,train
4020447,3.23385,train
4023921,3.38757,train
7209322,2.03541,train
4021814,2.88713,train
2218516,2.73324,train
7152494,1.67004,train
1517232,3.6696,train
4029678,2.70216,train
2104592,4.06248,train
2202274,2.02288,train
2239317,3.57911,train
7155270,3.01416,train
7204618,1.23236,train
4021846,3.92559,train
2001243,2.83622,train
1520255,3.76233,train
1502342,2.52761,train
2014575,5.42275,train
4028819,3.56695,train
7011314,1.173,train
5910115,5.9499,train
4027029,4.32668,train
2200328,3.43289,train
2241114,4.78598,train
7010704,5.61979,train
2101889,1.83583,train
1508886,2.74917,train
2007434,5.0457,train
7112530,3.3508,train
2003599,5.217,train
7103404,5.04979,train
2210420,3.14305,train
7100259,2.31644,train
2008003,3.25365,train
4066256,1.76392,train
7154804,3.5152,train
2218301,2.5547,train
2008156,2.89255,train
4078779,2.04928,train
7151386,2.52171,train
4024122,1.95454,train
2215609,3.69737,train
4067088,2.0883,train
4066786,1.82878,train
7202554,2.77987,train
4332577,4.71284,train
7117259,3.24617,train
4028424,3.20368,train
1543010,4.1861,train
1504050,3.38491,train
4074483,1.56411,train
2101262,5.17613,train
2016490,4.3391,train
4020577,2.11616,train
7109005,1.35651,train
4022845,3.6558,train
2203449,3.5858,train
4506304,2.55,train
2103076,2.21355,train
4065628,5.44665,train
2215256,2.44819,train
4020831,2.3463,train
2204715,2.64052,train
4342962,2.54497,train
2001962,2.5853,train
1543322,3.916,train
1534106,1.68041,train
4060381,3.0821,train
4063953,3.33539,train
1508340,2.76058,train
2226928,3.03993,train
2223098,2.69443,train
4029207,2.61301,train
7219806,2.4386,train
7206137,1.12895,train
1511909,3.074,train
2235985,2.75978,train
2005544,5.47963,train
4025413,3.13078,train
2010600,3.11112,train
4077297,2.01512,train
2000925,2.84926,train
4079711,1.78396,train
2220680,2.12304,train
4074636,2.67693,train
4027243,2.69653,train
4028301,3.22507,train
2011698,2.9569,train
7020308,3.25409,train
7008440,3.21445,train
7105768,2.91715,train
4124159,3.22433,train
2005863,2.92853,train
4026307,3.17927,train
4021626,3.31505,train
4084331,2.35715,train
2233534,4.60667,train
2205485,4.4202,train
2201412,2.5153,train
4070744,3.51496,train
4025173,2.93176,train
4068628,0.90997,train
4024725,2.38238,train
7108563,2.37603,train
7150549,3.47867,train
7103193,2.41263,train
4065442,2.51811,train
4026884,2.32498,train
7151698,3.03404,train
4325398,2.39377,train
4025076,3.86883,train
1542658,2.65629,train
2104165,4.39763,train
1513489,2.86602,train
4023884,1.4824,train
7151881,3.24247,train
4082494,3.09889,train
7014891,3.31735,train
2005044,3.74562,train
4029077,3.68685,train
4068114,1.72783,train
1511972,2.18451,train
2229717,1.86183,train
2014434,3.45571,train
7150515,1.6323,train
1520595,3.69889,train
2200450,1.13527,train
4062299,1.24359,train
2018728,4.62263,train
4072794,3.1994,train
4308617,3.7952,train
2011428,2.21666,train
2237041,3.88319,train
2202051,4.21028,train
4068155,2.7692,train
2241157,3.01959,train
1502265,3.27418,train
4026515,2.71356,train
4029854,2.94399,train
2201557,4.7877,train
2219956,2.06043,train
2011630,2.32359,train
2229575,3.7933,train
4074843,3.67045,train
4078410,1.56281,train
4504516,2.499,train
2232512,2.72184,train
4117251,3.26403,train
7039470,1.81541,train
2009697,2.85227,train
4029170,4.9383,train
2220624,4.21211,train
4029470,2.67893,train
2103888,4.30492,train
7200982,2.52804,train
4505018,4.85073,train
2006723,3.10993,train
2200158,3.53726,train
4026189,2.3429,train
1513554,4.03572,train
2204838,2.7289,train
2104607,4.26245,train
2005500,3.20148,train
7054479,2.32382,train
4340659,3.39357,train
7202564,3.5963,train
1507393,3.91406,train
2241482,3.77924,train
2012982,1.28389,train
2007371,5.99021,train
7220432,0.68766,train
2222348,3.23687,train
2223677,1.5678,train
2300455,3.1687,train
7213540,2.73555,train
7151178,3.10276,train
2203098,6.28744,train
4028912,3.792,train
2222374,3.82328,train
2213250,1.78329,train
2215451,3.18662,train
4124403,3.6922,train
4066184,1.65127,train
2007807,3.3176,train
1519851,3.16731,train
4024928,3.75342,train
7208905,1.74568,train
8102146,3.2281,train
7150514,0.8661,train
4021210,3.61417,train
4318071,5.06611,train
4063005,2.96654,train
4020963,5.06931,train
4027840,5.63141,train
7152751,2.84903,train
4028688,2.03095,train
2226640,3.52899,train
2201222,2.9565,train
1506365,1.70697,train
4111947,3.42066,train
2203530,5.3537,train
8100536,4.52591,train
1505675,4.1597,train
4110268,3.9812,train
4330768,5.25219,train
4342361,4.86182,train
2214945,3.12389,train
7217856,5.0094,train
1520479,2.31009,train
1504504,3.79204,train
2015272,2.70889,train
7151387,2.48847,train
4509059,2.05935,train
7155026,3.66665,train
2003755,1.79412,train
2006099,4.86698,train
7208253,2.32971,train
2204818,2.9501,train
4125047,4.25485,train
2008620,3.97123,train
7207152,2.12835,train
2200527,3.99174,train
7217236,2.42334,train
4020990,2.76308,train
4073308,1.96125,train
4030397,3.16446,train
4069668,2.96837,train
7153629,2.87196,train
2203523,2.40418,train
4021059,2.69985,train
4030001,4.02541,train
2237224,2.86527,train
4113695,3.63035,train
1506951,4.90689,train
2100233,1.99694,train
7051605,3.21308,train
4025690,3.55577,train
4504008,1.23692,train
4504001,2.23952,train
7225353,0.41379,train
4330358,2.98674,train
4020035,3.05586,train
4512805,3.62279,train
2238741,2.63231,train
2224982,2.95836,train
2224521,3.9865,train
4026592,2.81999,train
7030917,3.86689,train
2020181,4.27754,train
4502463,3.96176,train
2236881,3.15882,train
7112158,3.51226,train
1515152,3.679,train
1519697,3.7299,train
4027789,2.65681,train
2205105,4.34295,train
1518437,5.23088,train
2006713,2.32954,train
2228037,3.03265,train
7152703,3.63667,train
4077684,2.40143,train
7217150,2.36136,train
2211065,2.04471,train
4064783,3.21871,train
1542542,3.25507,train
2224728,3.32623,train
2239345,2.41962,train
4111840,3.18126,train
7217125,2.00105,train
2014734,3.23451,train
1511968,3.09825,train
2012515,2.98429,train
2009903,2.78406,train
7219801,2.5384,train
7213507,4.76284,train
2223237,1.97238,train
2004822,4.58128,train
2007839,2.6938,train
7205664,2.83379,train
2218458,3.64354,train
2013995,2.59672,train
4064387,2.502,train
2239440,1.71927,train
1502755,3.12269,train
4065477,2.15568,train
2203638,4.57187,train
4505227,2.20617,train
4112526,4.14887,train
4023305,3.56462,train
7053153,1.96987,train
2010289,2.94075,train
2225657,3.98175,train
7150365,3.9032,train
2019247,2.11433,train
2211941,1.82681,train
2223031,2.71858,train
4105814,3.26191,train
4068633,2.86626,train
4085827,2.72794,train
4102656,0.84997,train
7152382,2.66731,train
7153386,2.99674,train
7213590,2.89117,train
2101526,5.12995,train
7101893,0.93134,train
2201378,2.15945,train
4117750,3.00679,train
7108398,2.17113,train
2009925,3.44926,train
2201387,2.24988,train
7110146,2.65384,train
2239841,3.85428,train
7101373,1.43509,train
4512057,3.84248,train
2241768,3.23729,train
2010898,4.01189,train
2215826,3.85721,train
2003694,3.79041,train
2000721,2.26267,train
2210061,2.01166,train
7118017,1.80964,train
2011863,5.63881,train
2012731,4.15512,train
2017121,1.09737,train
4343945,4.57827,train
2230673,3.09723,train
4116462,3.64054,train
4063037,1.73958,train
2013559,3.08132,train
2003297,4.02133,train
7220007,1.46441,train
4511964,4.53958,train
4026995,1.84294,train
4103906,2.27029,train
4031812,3.72375,train
4511391,4.0548,train
2002038,2.66769,train
2200227,2.04034,train
2211700,3.22794,train
4077536,2.51869,train
2234358,2.79782,train
1501856,3.01113,train
4029889,2.6121,train
2214464,1.8613,train
7118751,2.99081,train
4072174,4.494,train
2222874,3.64237,train
4062861,3.13643,train
2105493,4.5102,train
2004501,3.72153,train
2234463,3.25342,train
2204112,3.5569,train
4072983,1.61919,train
7023323,3.16541,train
4029234,2.41221,train
2202637,2.5992,train
1507820,3.045,train
7204347,4.38936,train
4025552,4.60284,train
2210704,2.72592,train
7225352,2.63326,train
4020158,2.01295,train
2227774,2.2405,train
2222388,3.94849,train
2010311,3.36846,train
7151677,2.94821,train
4021065,2.09211,train
2009553,2.7653,train
4075285,2.18999,train
2230441,1.90007,train
4505016,4.96393,train
7204910,5.01442,train
4023779,1.86969,train
2237472,3.73145,train
7154331,3.0612,train
7106792,4.93713,train
4025024,3.03041,train
