id,Eg
4022990,4.78605
4080631,2.58191
2000970,2.33985
2224462,1.92245
2202092,2.93443
2103430,4.95534
7223800,3.7582
7152987,4.09579
1504925,2.89252
1517960,2.65452
2219890,3.13302
7213378,2.08911
4064236,2.46915
4024393,4.5947
2226415,4.18407
2103892,4.35794
4028544,1.9983
4025430,2.59688
1512208,2.7559
1506089,2.87961
1520533,3.43765
2102528,2.48784
2015658,4.36712
4310493,2.47738
2219014,3.29
4023002,2.65191
1518495,3.00861
4082482,3.20471
2000514,2.3067
4026368,3.40686
4027972,3.44698
4329189,2.66615
4026730,3.05589
2300234,3.62652
2224214,2.402
2200661,1.97564
2200642,1.95237
4022606,2.62286
1540376,4.43752
1520183,3.47645
4023955,3.11281
4020081,4.40939
2010815,2.81114
2000497,3.15713
2232626,2.75634
4102501,3.02297
2216833,3.62171
4061498,2.4511
1516633,3.1967
7154943,2.92954
4073618,2.85715
2219657,2.99802
2206177,2.50019
7206162,4.69946
1507199,3.66801
2225432,3.67006
7219795,2.67689
7103002,2.23614
7203263,5.31955
2205831,2.91888
2007895,2.89889
7152630,2.43332
4021101,3.43998
2205730,2.40669
7216652,2.39361
1508159,3.1873
2010682,2.77799
4020905,3.19105
2213069,2.29441
2204965,2.39515
2227397,2.85352
4508011,5.21648
4031962,2.55524
2214647,5.4517
4031559,2.85314
4122946,2.6174
1502585,2.7452
4026008,4.981
4338088,2.80083
7115847,3.24535
7102403,2.92557
4025036,2.68
2105152,5.21237
1543489,2.88478
4121752,2.78012
4075122,2.08847
2016734,2.08964
7152154,2.86138
7219316,5.09973
7150673,3.39901
1508847,2.24219
2205561,2.47129
4023348,3.13378
2218382,2.42194
7215841,2.44738
1504863,2.0078
4078967,3.38665
2105851,5.25048
7154487,3.7424
2011397,3.38583
7107445,4.43648
4071000,2.72102
2015376,2.61772
4029658,2.72205
1503287,2.60888
7200842,5.72691
4020804,4.08547
2222989,2.52187
4030727,3.54045
4504974,5.43317
8102092,3.6656
4025161,2.83805
2218417,3.8287
2212387,3.19606
2009043,5.71883
7203939,4.01536
2212187,3.65371
4024539,2.5976
7225952,2.50806
4028823,3.57447
4106398,2.54943
1518625,1.57609
2210644,2.87444
7152691,2.95766
1502276,2.51176
2202393,3.02672
7052536,2.28821
2208708,2.42462
4115548,4.49799
4025803,3.62215
1518073,2.03823
2101112,3.00287
4029247,3.05717
8100099,2.73762
2219092,5.50684
2104787,5.18839
1503312,3.12369
2230282,2.1284
4116154,5.16617
2011360,2.70556
2234954,2.01349
2208549,3.41026
4029911,3.36267
2101393,2.609
2229755,3.87677
2012320,2.99482
4023724,3.57742
2205247,2.6741
4120419,3.05472
2225798,3.00903
4074835,2.86643
1511803,7.68944
4023130,2.7782
7213156,3.26536
2207297,2.0398
2220726,3.9874
4020616,2.43875
2229384,2.14293
2104402,3.18825
7153160,3.4902
2105586,2.81
4083582,2.24067
1505499,2.06477
4022790,3.4337
4070612,2.81736
2222065,2.82678
2100015,5.07554
7215125,1.85802
2103854,3.49931
4022789,3.14824
2205549,2.80538
2007914,2.32033
2228646,3.10084
7110806,3.3705
4075985,2.93689
2233971,3.47127
1505297,3.18246
1517379,2.87655
4020241,1.96303
2214563,4.398
8100577,2.76122
4072652,3.02251
2015612,2.33278
1518571,4.03399
7104497,2.46178
2207725,2.72308
4102296,2.76404
2104841,2.9701
7151610,2.72651
4115201,3.31032
4076627,2.1716
7112256,3.66011
4022978,2.61343
2004727,3.16209
2236837,2.74372
2103895,4.28981
7209814,2.4523
1520402,2.655
7023644,2.60107
2100146,3.99565
2204176,3.99083
7001413,2.8111
2228294,3.09062
1542526,2.11992
4113362,2.03196
7105119,3.73105
2206483,2.20766
2207753,2.43373
4066967,2.21186
1507715,3.2743
7104491,2.55051
2200020,3.90023
2236320,2.61623
7217234,2.31226
2233821,4.864
7109769,3.43394
1518301,2.7833
7204425,2.852
2225626,3.10571
4025930,3.7523
2205546,1.74511
2222052,3.20297
7207568,2.6424
2238150,4.00962
2208558,2.44458
4084162,2.15265
4025340,3.01202
7154622,2.1537
4029105,2.56411
2210974,2.60229
7152263,2.20037
2200758,1.41848
2206319,2.76361
4022704,2.48865
7005529,2.68003
7207150,2.37084
2235965,2.52662
4067670,2.571
4022038,3.71407
8103374,2.7461
2230959,4.43833
2012686,2.97174
4028560,2.60801
4061881,2.71839
1519496,2.99282
4026409,1.66759
2016715,1.79092
4068117,2.71698
2240688,3.00394
2233017,3.10537
7008913,2.95001
7154430,2.57485
1515317,3.54533
7024172,2.00822
2009019,2.89831
1516360,2.42305
2227171,2.48616
4062984,2.29137
2101959,3.03729
1514255,2.67151
1517925,3.21415
2201894,2.40738
7151188,3.1116
4060972,2.88368
2236784,3.18342
4020464,3.62
1502121,1.26294
4070237,2.60136
2208022,2.97855
8100968,3.40171
4117161,2.83957
7154441,2.88947
4026258,2.7265
2104364,3.3591
1506648,4.47915
4026677,2.7228
4306642,3.89226
2215340,2.57221
4316212,2.1483
1507185,1.88153
4024007,2.11922
2012001,5.24454
4027847,2.41855
2239748,2.65456
2204193,3.14252
4025653,4.67109
1502249,4.76604
2001471,4.85806
1503351,3.03764
7103466,4.316
4064312,2.62423
4023013,2.38517
7218924,2.85741
2015149,4.09059
1506702,2.55277
4023913,2.5753
1507510,3.31138
2006854,1.99153
2222007,6.08914
7117272,2.63534
1504379,3.18783
1008776,5.14802
4330185,3.96003
7200968,1.3821
4031071,2.87677
2211363,1.82959
7050361,2.50928
4507998,5.15973
7219102,5.27955
1505244,1.79888
4072863,2.45166
1518620,1.87523
2214808,2.63646
7054559,2.77463
4114360,2.38577
4082905,2.51652
2204793,2.68054
2100386,2.36096
7153335,2.18339
2101222,2.91754
7224058,2.53604
1506012,2.68657
4082209,3.30059
2227312,2.11241
2003346,2.13272
2238728,3.39102
2217970,2.6096
2216404,2.38995
1543055,5.42891
1504218,2.87417
7202511,1.13617
1508950,2.95998
7154163,2.81571
8101499,4.40813
1100280,2.48553
7152143,2.20489
2200139,2.79302
1502953,2.85302
7107342,4.5286
7153623,2.83247
7117327,2.99939
1100679,3.28681
4505260,2.0763
4081474,3.37196
4322306,1.9669
2222530,2.04051
2219040,3.30798
1508877,2.37719
2229834,2.9705
7053274,2.97787
1520314,3.80252
2104166,4.71918
2003341,4.62396
7001920,2.66503
7013360,5.3568
2207979,2.8775
1508165,3.16166
7029998,2.32854
4503550,3.77499
1519848,3.50041
4076452,2.51107
1515093,3.21021
4116144,5.18928
2007394,2.84442
4503642,1.71276
7015844,2.03531
7214433,3.39319
4022220,2.61083
2000855,3.83468
4071453,2.35743
4121199,2.7918
2005370,3.67546
4061978,2.57762
2003186,4.5578
1516612,2.00505
1520376,3.6467
4067748,2.42572
1502131,2.10811
4512999,5.15591
4083554,2.42279
2016190,3.34533
2211642,2.57202
7108094,2.95562
2228417,2.7384
4071095,2.47794
2012991,3.15011
2235556,2.02838
2000243,2.2629
2238622,2.1125
7204362,2.17988
4022501,3.4309
4025682,2.20692
1542936,2.35589
7154269,2.85924
2003451,3.59004
2235552,3.35774
7106430,4.00238
2004323,3.50413
7112874,2.61055
4072140,2.89512
2204218,2.81471
7053272,2.44119
1513249,2.34036
2200273,2.5443
1511966,2.71825
1508840,4.71827
4505234,2.6754
2013774,3.22551
1503403,2.625
1513438,2.36235
1502252,3.38724
2000561,3.80026
7103157,3.17282
4326344,3.43295
2220484,1.99581
7212281,3.48471
2105147,5.08989
2205191,2.99216
2009372,2.35951
4084692,2.10224
2219630,2.89072
4509239,3.14039
2231034,3.6334
7204911,5.07238
2219275,3.01126
2012642,3.8946
1520354,2.16373
2015268,3.50407
4103939,2.63413
2203733,2.6753
4078537,2.3034
1515086,3.70715
4025316,2.22864
2228569,2.77894
4020719,3.60152
4064310,2.66
7152128,5.55539
1515088,3.7266
4023331,2.26894
2015971,4.43475
1511782,3.15569
1504823,2.32715
7200246,2.60339
7214415,3.43335
2013975,2.56012
2210383,2.5981
7214407,2.88424
7213227,6.65569
4121147,2.63084
2223800,2.94686
2216337,2.42277
4508003,5.18432
4064844,2.39612
4025897,2.27605
2215899,2.59841
4123507,4.4139
2210192,2.52259
2238612,2.45173
4101890,3.51712
1505610,2.8456
2007062,3.02099
7206297,3.52542
2219518,2.6428
4024912,2.06672
2200308,2.99837
7212614,3.80222
4025293,2.86153
7150493,2.55411
4025318,2.87012
7219807,2.4501
2221261,2.9654
2011617,2.36321
7203686,2.30919
4114407,2.69888
7150173,3.01488
2236237,2.91612
2212246,2.394
4507769,3.99318
2006109,3.09221
7222404,2.42139
7212391,2.73734
2019334,5.1632
4025040,2.74963
2207500,2.24108
4342430,2.3598
1507441,2.15315
7212449,3.26386
2010339,4.40656
4028763,3.29274
7052781,2.88424
2226042,2.99532
4307000,2.18133
7052141,3.36465
1506694,2.36967
7203129,5.3987
4022191,3.40668
2018527,1.67793
2220770,2.43486
2231826,2.50247
2000101,3.08026
2229916,2.44002
4116141,5.19217
7010759,4.49076
4022277,3.85267
7024173,2.36036
4064311,2.59226
2016191,3.02838
4108393,3.02669
4025878,3.50921
9007681,4.89433
4029944,3.16957
4025699,2.7353
2105148,5.20898
1506384,2.81263
4062400,2.582
4504541,3.11811
7153372,2.84281
2003698,2.7297
4077317,2.71128
7218935,2.2226
4025240,2.63928
2015077,2.79704
2234133,2.04676
4103595,3.25091
1503398,2.2391
4026935,2.03117
4027676,3.22309
2221411,3.09221
4114387,3.5129
7224885,5.6925
7111004,4.9855
2215312,1.9816
2215317,4.09038
4031747,2.62265
4020932,2.26674
4108978,2.50777
7151234,4.08808
4023373,2.53644
1504234,4.62034
2201994,2.85377
2017862,3.46857
7203483,2.39566
1518434,5.81108
2208881,2.67496
4071488,2.58797
2230121,2.69555
2239291,3.20809
1513237,2.38292
7224754,2.87605
1502631,2.18943
7150911,2.48954
2102626,2.57201
2004253,2.15063
1513593,3.38986
4077655,2.193
2229458,3.127
1503707,2.68891
4024850,2.45448
7150543,2.41687
2239636,2.15396
7036242,2.44395
2211163,2.77227
5900008,4.8469
2240621,2.26371
1508608,3.02174
4029189,2.85009
2238782,2.9024
4076924,3.74304
4070239,2.23151
4508026,5.26709
4083602,2.742
4023624,2.59929
7223502,3.11298
4020272,2.76058
1504198,3.4905
2018149,2.6815
4513628,2.30752
2003334,3.007
4029817,2.60821
7218866,1.70681
8101565,1.97613
7105556,3.54696
2105154,5.35508
2004334,3.18236
4023907,3.10514
4000923,1.9324
2105700,5.05797
7218768,3.18723
2105144,5.2147
2002939,2.61598
4026065,3.60623
4119494,2.47584
4075456,2.52405
7202135,2.53713
7105122,3.35479
2207303,2.31789
7151193,3.44406
2220650,2.59412
1512630,2.99873
4001249,1.8781
7105057,2.84834
2217606,3.30922
2014550,2.19121
4102803,4.54432
4123385,4.80371
4029278,2.7763
2015613,2.88121
4021278,2.54559
2219469,2.68132
2218391,2.61521
2218720,3.74845
4028965,1.88369
1508629,2.45572
7223717,2.53337
2207280,2.67784
2202231,2.27586
4113802,3.43006
1511975,2.81853
1518624,1.56049
1505240,2.05564
2223446,2.27562
7050548,2.37196
1540600,2.33432
7204821,2.65416
2015271,3.39432
7212431,3.12866
1518433,5.82365
2013154,3.35805
2205115,3.26395
2229123,3.09433
2006810,3.13153
7203593,2.66038
2003412,3.47907
2241138,2.29665
2235134,3.17868
1516375,2.08394
1519257,2.67361
2208704,2.77814
1506249,2.24454
7152404,4.53404
1540482,3.6212
7214411,2.96596
1518569,3.11848
2104943,5.05765
4508025,5.25412
4026701,2.15716
2238503,2.30859
1505311,3.11114
4507659,3.6201
2006743,4.03256
4108184,2.9978
8102004,2.74702
4030063,2.81048
2010404,2.10673
4078151,2.95575
2012995,3.13373
7118889,6.14406
4028074,1.53238
2105850,5.295
4312662,1.9726
1540615,1.9822
7152209,3.28053
1505243,1.90736
4000471,2.06303
9011440,5.10907
1544192,2.32859
2000989,2.69183
4070238,2.50807
4022085,3.17813
2237996,3.12417
1515926,3.6687
2105329,4.88454
2239310,3.13988
7151757,3.6397
2239126,2.95143
4022928,2.18989
4061187,2.41726
7218087,2.30249
7153314,2.41152
4021055,4.3199
2105108,5.27141
2239856,2.4695
4021213,3.2125
4063574,2.59829
2237962,2.58678
7212025,4.56211
1518444,6.2272
4023726,3.84799
7050545,2.55597
7035975,3.37257
7053385,2.40537
4025572,2.74042
1503532,3.7418
7102596,1.61649
2227511,2.0364
1504622,2.27316
1512631,2.83379
4024969,2.69145
4116183,2.52685
2241158,2.02541
2200616,4.2955
2007854,4.33499
4504972,5.09261
2237943,2.10212
7206295,3.78525
7150471,2.6757
2241818,2.44938
7151651,2.58212
4031003,2.72377
1520174,3.8473
7154811,3.45085
2100167,4.4191
2011789,3.09026
4072074,3.35482
7150172,3.30463
4029943,3.13548
1519117,3.41325
1513565,3.53118
2208309,4.07946
2203985,2.86446
4105418,2.81485
2009987,2.72924
1520064,2.46588
2239365,2.90475
7117637,2.8565
2234776,1.82593
1502933,2.64652
4070808,3.06988
2220694,3.0985
7105267,1.98237
7225563,3.37358
4338286,2.9834
2227643,3.2951
2237546,2.40113
2211042,2.59738
2002107,3.52632
4028158,2.76351
2101150,2.98185
2219664,3.76302
7102897,1.94713
4502874,1.38056
7054472,2.2817
2239452,2.66882
2220685,2.51543
4500396,2.00449
2238762,2.77551
4030587,3.07722
4022722,3.75825
4110633,2.90997
2017859,3.09033
4028598,2.60942
2007796,4.67486
2015758,5.96404
1503130,2.55637
7150441,2.44487
4029912,3.34214
2205421,2.50344
4505017,4.76108
4082105,2.64812
1513591,3.30323
1502472,2.7244
2204084,2.5465
2225886,2.26
7216707,2.56561
2218833,2.67216
2100238,5.20581
4064611,2.671
4076640,2.7491
7224889,5.80086
7224881,5.97326
1513598,2.6956
4122316,2.7119
1513542,2.38229
2224008,3.76475
2217771,2.31504
4030004,3.31801
2214685,2.85001
2241460,4.0475
2007472,3.76941
7208075,5.54294
7209725,3.00658
7206859,2.6505
1505877,3.20759
7151076,2.41455
7103153,3.04496
7103354,2.3266
2221234,5.65069
4506052,2.26466
2219511,3.51024
1517074,3.23895
4029916,3.0557
4505309,4.2263
2237102,2.69691
4028769,2.03678
2007300,2.65811
2004040,2.80595
4064893,2.25805
2240047,3.15458
1505035,1.56403
4029269,3.41811
1506383,2.80547
4022045,3.51008
2207389,2.4106
1514352,3.19584
2235623,2.31512
2203460,2.5384
2010248,4.8404
1503865,2.52232
7153163,3.09384
2219303,2.64347
4026922,3.10598
2011310,3.81209
1540616,2.1487
7104307,3.60826
2218156,2.85598
4066750,2.57502
2208940,2.74066
7154592,2.90748
2100121,4.9282
2228277,1.78236
2222940,2.1866
2218042,2.35854
4505427,4.62491
1503527,1.92974
2207915,3.70342
2015426,3.50056
4081900,3.15421
4083196,2.42348
2102125,3.30332
2014369,4.64448
7153229,2.92208
1518443,5.82829
7219800,2.64895
2239644,2.6961
4062383,2.39004
4060949,2.66359
7030359,2.7376
7212088,2.98208
4023479,1.92917
1502527,2.83207
4116337,4.12766
7153855,1.99551
4020097,2.70257
2233492,2.19023
4025406,5.70523
2202869,3.21065
7113821,3.6848
2233602,4.302
1503191,2.50086
2215429,2.53211
4024896,2.96699
4026138,2.67573
2004537,4.66479
2229630,3.01039
7150930,2.90271
4069353,2.50967
4107913,2.80733
1505396,2.85792
4063516,2.5904
2203677,2.602
2230084,2.62781
2000642,2.50006
7218048,2.8589
2002938,2.63497
2224825,3.33627
4066326,2.77807
4021739,3.36738
1517439,3.14971
4505801,2.61536
4030673,3.15371
2240851,2.76255
4507156,2.74483
7114799,2.10233
7219110,5.21772
2232576,2.06352
2200606,2.87277
4102929,2.75149
4112465,2.53019
1516388,5.20422
1512367,2.4554
4020451,2.94245
7106431,4.00379
4020912,2.40261
7018098,2.4932
4029682,2.22476
2221062,3.82587
7152900,3.94598
1513156,3.16665
2004202,2.46931
4025732,2.54594
7211304,1.93985
1506533,2.70968
4507560,4.14947
7101092,2.96725
